Frame 334, Green Left Cheek: 117.44393241167435, Green Right Cheek: 109.8188460569413
Frame 335, Green Left Cheek: 117.4536610343062, Green Right Cheek: 109.99067775258251
Frame 336, Green Left Cheek: 117.43215565796211, Green Right Cheek: 110.0952380952381
Frame 337, Green Left Cheek: 117.47772657450076, Green Right Cheek: 110.16754850088184
Frame 338, Green Left Cheek: 117.43189964157706, Green Right Cheek: 110.23028470647519
Frame 339, Green Left Cheek: 117.4436763952893, Green Right Cheek: 110.31972789115646
Frame 340, Green Left Cheek: 117.41551459293395, Green Right Cheek: 110.39506172839506
Frame 341, Green Left Cheek: 117.44444444444444, Green Right Cheek: 110.3219954648526
Frame 342, Green Left Cheek: 117.50384024577573, Green Right Cheek: 110.2209624590577
Frame 343, Green Left Cheek: 117.35099846390169, Green Right Cheek: 110.2111363063744
Frame 344, Green Left Cheek: 117.37557603686636, Green Right Cheek: 110.04308390022676
Frame 345, Green Left Cheek: 117.34280593958013, Green Right Cheek: 109.89166036785085
Frame 346, Green Left Cheek: 117.30926779313876, Green Right Cheek: 109.66893424036282
Frame 347, Green Left Cheek: 117.34562211981567, Green Right Cheek: 109.42101284958427
Frame 348, Green Left Cheek: 117.34024577572964, Green Right Cheek: 109.4169816074578
Frame 349, Green Left Cheek: 117.38812083973374, Green Right Cheek: 109.29327286470144
Frame 350, Green Left Cheek: 117.40834613415258, Green Right Cheek: 109.2365835222978
Frame 351, Green Left Cheek: 117.39221710189452, Green Right Cheek: 109.19425547996977
Frame 352, Green Left Cheek: 117.37762416794675, Green Right Cheek: 109.16402116402116
Frame 353, Green Left Cheek: 117.46492575524833, Green Right Cheek: 109.15797430083144
Frame 354, Green Left Cheek: 117.4810547875064, Green Right Cheek: 109.17964222726127
Frame 355, Green Left Cheek: 117.55709165386585, Green Right Cheek: 109.11514235323759
Frame 356, Green Left Cheek: 117.58038914490527, Green Right Cheek: 109.17989417989418
Frame 357, Green Left Cheek: 117.49923195084486, Green Right Cheek: 109.0602166792643
Frame 358, Green Left Cheek: 117.4221710189452, Green Right Cheek: 108.99017384731671
Frame 359, Green Left Cheek: 117.37506400409626, Green Right Cheek: 108.95616024187453
Frame 360, Green Left Cheek: 117.35867895545314, Green Right Cheek: 108.83623078861174
Frame 361, Green Left Cheek: 117.25448028673836, Green Right Cheek: 108.75913328294281
Frame 362, Green Left Cheek: 117.32616487455198, Green Right Cheek: 108.77551020408163
Frame 363, Green Left Cheek: 117.30491551459293, Green Right Cheek: 108.77576215671453
Frame 364, Green Left Cheek: 117.35048643113159, Green Right Cheek: 108.7792894935752
Frame 365, Green Left Cheek: 117.37224782386073, Green Right Cheek: 108.84731670445956
Frame 366, Green Left Cheek: 117.44086021505376, Green Right Cheek: 108.93323255228017
Frame 367, Green Left Cheek: 117.4536610343062, Green Right Cheek: 108.9949609473419
Frame 368, Green Left Cheek: 117.5199692780338, Green Right Cheek: 108.90047871000252
Frame 369, Green Left Cheek: 117.53072196620583, Green Right Cheek: 108.90098261526833
Frame 370, Green Left Cheek: 117.61751152073732, Green Right Cheek: 108.84101788863694
Frame 371, Green Left Cheek: 117.49487967229902, Green Right Cheek: 108.76543209876543
Frame 372, Green Left Cheek: 117.51920122887864, Green Right Cheek: 108.71756109851349
Frame 373, Green Left Cheek: 117.50307219662058, Green Right Cheek: 108.71075837742504
Frame 374, Green Left Cheek: 117.56195596518177, Green Right Cheek: 108.64373897707232
Frame 375, Green Left Cheek: 117.47721454173067, Green Right Cheek: 108.51549508692366
Frame 376, Green Left Cheek: 117.44930875576037, Green Right Cheek: 108.65205341395817
Frame 377, Green Left Cheek: 117.51587301587301, Green Right Cheek: 108.57520786092215
Frame 378, Green Left Cheek: 117.52252944188427, Green Right Cheek: 108.57445200302344
Frame 379, Green Left Cheek: 117.5189452124936, Green Right Cheek: 108.56059460821366
Frame 380, Green Left Cheek: 117.57373271889401, Green Right Cheek: 108.63265306122449
Frame 381, Green Left Cheek: 117.64874551971326, Green Right Cheek: 108.67170571932476
Frame 382, Green Left Cheek: 117.72708653353814, Green Right Cheek: 108.63970773494583
Frame 383, Green Left Cheek: 117.83691756272401, Green Right Cheek: 108.713529856387
Frame 384, Green Left Cheek: 117.87608806963645, Green Right Cheek: 108.88334593096498
Frame 385, Green Left Cheek: 117.87301587301587, Green Right Cheek: 108.94053917863441
Frame 386, Green Left Cheek: 117.95673323092677, Green Right Cheek: 109.19022423784328
Frame 387, Green Left Cheek: 117.84869431643625, Green Right Cheek: 109.20206601158982
Frame 388, Green Left Cheek: 117.68663594470046, Green Right Cheek: 109.17309145880574
Frame 389, Green Left Cheek: 117.71863799283155, Green Right Cheek: 109.25699168556311
Frame 390, Green Left Cheek: 117.57757296466974, Green Right Cheek: 109.36004031242126
Frame 391, Green Left Cheek: 117.4705581157194, Green Right Cheek: 109.39581758629377
Frame 392, Green Left Cheek: 117.54045058883769, Green Right Cheek: 109.46812799193752
Frame 393, Green Left Cheek: 117.49487967229902, Green Right Cheek: 109.5222978080121
Frame 394, Green Left Cheek: 117.4531490015361, Green Right Cheek: 109.60418241370623
Frame 395, Green Left Cheek: 117.35765488991295, Green Right Cheek: 109.70042831947593
Frame 396, Green Left Cheek: 117.3225806451613, Green Right Cheek: 109.78961955152431
Frame 397, Green Left Cheek: 117.23502304147465, Green Right Cheek: 109.89619551524314
Frame 398, Green Left Cheek: 117.29851510496671, Green Right Cheek: 109.97984378936759
Frame 399, Green Left Cheek: 117.23937532002049, Green Right Cheek: 110.07684555303602
Frame 400, Green Left Cheek: 117.19303635432668, Green Right Cheek: 110.20005039052658
Frame 401, Green Left Cheek: 117.21249359959037, Green Right Cheek: 110.28218694885362
Frame 402, Green Left Cheek: 117.23681515617, Green Right Cheek: 110.31947593852355
Frame 403, Green Left Cheek: 117.26190476190476, Green Right Cheek: 110.37465356512976
Frame 404, Green Left Cheek: 117.32642089093702, Green Right Cheek: 110.3917863441673
Frame 405, Green Left Cheek: 117.27752176139273, Green Right Cheek: 110.38044847568658
Frame 406, Green Left Cheek: 117.18612391193037, Green Right Cheek: 110.34013605442176
Frame 407, Green Left Cheek: 117.18074756784434, Green Right Cheek: 110.28974552784076
Frame 408, Green Left Cheek: 117.1620583717358, Green Right Cheek: 110.1758629377677
Frame 409, Green Left Cheek: 117.11008704557092, Green Right Cheek: 110.06827916351726
Frame 410, Green Left Cheek: 117.04173067076293, Green Right Cheek: 109.9795918367347
Frame 411, Green Left Cheek: 117.04403481822837, Green Right Cheek: 109.95439657344419
Frame 412, Green Left Cheek: 117.00870455709165, Green Right Cheek: 109.94583018392542
Frame 413, Green Left Cheek: 117.07142857142857, Green Right Cheek: 109.98941798941799
Frame 414, Green Left Cheek: 117.08371735791091, Green Right Cheek: 109.97077349458301
Frame 415, Green Left Cheek: 117.07398873527906, Green Right Cheek: 109.90350214159739
Frame 416, Green Left Cheek: 117.07066052227343, Green Right Cheek: 109.89569160997732
Frame 417, Green Left Cheek: 117.15053763440861, Green Right Cheek: 109.84605694129503
Frame 418, Green Left Cheek: 117.14823348694317, Green Right Cheek: 109.93272864701436
Frame 419, Green Left Cheek: 117.09575012800819, Green Right Cheek: 109.82816830435878
Frame 420, Green Left Cheek: 117.20660522273425, Green Right Cheek: 109.77072310405644
Frame 421, Green Left Cheek: 117.2647209421403, Green Right Cheek: 109.86772486772487
Frame 422, Green Left Cheek: 117.39656938044035, Green Right Cheek: 109.7336860670194
Frame 423, Green Left Cheek: 117.35970302099334, Green Right Cheek: 109.60115898211136
Frame 424, Green Left Cheek: 117.18279569892474, Green Right Cheek: 109.47367094986143
Frame 425, Green Left Cheek: 117.30465949820788, Green Right Cheek: 109.45527840765936
Frame 426, Green Left Cheek: 117.35048643113159, Green Right Cheek: 109.43537414965986
Frame 427, Green Left Cheek: 117.30389144905274, Green Right Cheek: 109.33837238599143
Frame 428, Green Left Cheek: 117.27649769585254, Green Right Cheek: 109.26782564877803
Frame 429, Green Left Cheek: 117.22913466461854, Green Right Cheek: 109.40539178634417
Frame 430, Green Left Cheek: 117.19610855094726, Green Right Cheek: 109.4071554547745
Frame 431, Green Left Cheek: 117.1405529953917, Green Right Cheek: 109.36255983875031
Frame 432, Green Left Cheek: 117.20148489503329, Green Right Cheek: 109.4474678760393
Frame 433, Green Left Cheek: 117.05581157194061, Green Right Cheek: 109.55580750818847
Frame 434, Green Left Cheek: 117.11904761904762, Green Right Cheek: 109.56764928193499
Frame 435, Green Left Cheek: 117.0488991295443, Green Right Cheek: 109.71201814058956
Frame 436, Green Left Cheek: 117.01433691756273, Green Right Cheek: 109.65054169816075
Frame 437, Green Left Cheek: 117.05990783410138, Green Right Cheek: 109.73570168808264
Frame 438, Green Left Cheek: 116.99974398361495, Green Right Cheek: 109.71579743008314
Frame 439, Green Left Cheek: 117.04505888376856, Green Right Cheek: 109.69967246157722
Frame 440, Green Left Cheek: 117.09651817716333, Green Right Cheek: 109.78609221466364
Frame 441, Green Left Cheek: 117.02022529441884, Green Right Cheek: 109.77576215671453
Frame 442, Green Left Cheek: 116.94342037890425, Green Right Cheek: 109.6986646510456
Frame 443, Green Left Cheek: 116.81925243215566, Green Right Cheek: 109.60015117157974
Frame 444, Green Left Cheek: 116.87096774193549, Green Right Cheek: 109.6535651297556
Frame 445, Green Left Cheek: 116.8195084485407, Green Right Cheek: 109.58226253464349
Frame 446, Green Left Cheek: 116.73476702508961, Green Right Cheek: 109.63567649281936
Frame 447, Green Left Cheek: 116.71223758320532, Green Right Cheek: 109.72814310909548
Frame 448, Green Left Cheek: 116.68919610855095, Green Right Cheek: 109.80549256739732
Frame 449, Green Left Cheek: 116.4536610343062, Green Right Cheek: 109.7893675988914
Frame 450, Green Left Cheek: 116.51740911418331, Green Right Cheek: 109.82464096749811
Frame 451, Green Left Cheek: 116.51254480286738, Green Right Cheek: 109.86369362559839
Frame 452, Green Left Cheek: 116.51868919610855, Green Right Cheek: 109.86218190980095
Frame 453, Green Left Cheek: 116.61571940604199, Green Right Cheek: 109.88536155202821
Frame 454, Green Left Cheek: 116.67434715821813, Green Right Cheek: 109.82842025699169
Frame 455, Green Left Cheek: 116.72017409114183, Green Right Cheek: 109.82514487276391
Frame 456, Green Left Cheek: 116.8195084485407, Green Right Cheek: 109.82766439909297
Frame 457, Green Left Cheek: 116.8020993343574, Green Right Cheek: 109.68984630889393
Frame 458, Green Left Cheek: 116.81566820276498, Green Right Cheek: 109.59637188208617
Frame 459, Green Left Cheek: 116.78341013824885, Green Right Cheek: 109.51070798689847
Frame 460, Green Left Cheek: 116.84971838197644, Green Right Cheek: 109.45049130763417
Frame 461, Green Left Cheek: 116.81746031746032, Green Right Cheek: 109.44671201814059
Frame 462, Green Left Cheek: 116.92140296979007, Green Right Cheek: 109.33610481229529
Frame 463, Green Left Cheek: 116.95980542754737, Green Right Cheek: 109.2912572436382
Frame 464, Green Left Cheek: 117.0005120327701, Green Right Cheek: 109.28596623834719
Frame 465, Green Left Cheek: 117.07885304659499, Green Right Cheek: 109.30486268581507
Frame 466, Green Left Cheek: 117.13082437275986, Green Right Cheek: 109.32602670697909
Frame 467, Green Left Cheek: 117.21274961597543, Green Right Cheek: 109.39632149155959
Frame 468, Green Left Cheek: 117.18125960061444, Green Right Cheek: 109.42554799697656
Frame 469, Green Left Cheek: 117.28622631848438, Green Right Cheek: 109.39909297052154
Frame 470, Green Left Cheek: 117.3090117767537, Green Right Cheek: 109.42932728647014
Frame 471, Green Left Cheek: 117.31899641577061, Green Right Cheek: 109.48349710254472
Frame 472, Green Left Cheek: 117.45058883768561, Green Right Cheek: 109.54572940287225
Frame 473, Green Left Cheek: 117.4605734767025, Green Right Cheek: 109.43965734441925
Frame 474, Green Left Cheek: 117.42780337941629, Green Right Cheek: 109.37540942302847
Frame 475, Green Left Cheek: 117.41986687147977, Green Right Cheek: 109.38321995464852
Frame 476, Green Left Cheek: 117.33256528417819, Green Right Cheek: 109.26379440665156
Frame 477, Green Left Cheek: 117.35253456221199, Green Right Cheek: 109.30939783320736
Frame 478, Green Left Cheek: 117.33205325140808, Green Right Cheek: 109.26480221718317
Frame 479, Green Left Cheek: 117.30952380952381, Green Right Cheek: 109.22398589065256
Frame 480, Green Left Cheek: 117.31720430107526, Green Right Cheek: 109.26329050138574
Frame 481, Green Left Cheek: 117.35151049667179, Green Right Cheek: 109.25547996976569
Frame 482, Green Left Cheek: 117.31438812083974, Green Right Cheek: 109.27261274880323
Frame 483, Green Left Cheek: 117.34485407066052, Green Right Cheek: 109.37238599143362
Frame 484, Green Left Cheek: 117.42191500256017, Green Right Cheek: 109.48425296044344
Frame 485, Green Left Cheek: 117.33742959549411, Green Right Cheek: 109.4928193499622
Frame 486, Green Left Cheek: 117.48489503328213, Green Right Cheek: 109.62081128747795
Frame 487, Green Left Cheek: 117.45698924731182, Green Right Cheek: 109.61678004535148
Frame 488, Green Left Cheek: 117.52329749103943, Green Right Cheek: 109.67548500881834
Frame 489, Green Left Cheek: 117.64592933947773, Green Right Cheek: 109.77273872511968
Frame 490, Green Left Cheek: 117.5189452124936, Green Right Cheek: 109.67472915091963
Frame 491, Green Left Cheek: 117.4920634920635, Green Right Cheek: 109.6329050138574
Frame 492, Green Left Cheek: 117.49155145929339, Green Right Cheek: 109.62660619803476
Frame 493, Green Left Cheek: 117.52585765488992, Green Right Cheek: 109.69110607205846
Frame 494, Green Left Cheek: 117.54198668714798, Green Right Cheek: 109.66414714033762
Frame 495, Green Left Cheek: 117.62135176651306, Green Right Cheek: 109.53111615016377
Frame 496, Green Left Cheek: 117.65284178187405, Green Right Cheek: 109.54446963970773
Frame 497, Green Left Cheek: 117.69559651817717, Green Right Cheek: 109.47493071302596
Frame 498, Green Left Cheek: 117.72555043522786, Green Right Cheek: 109.47014361300076
Frame 499, Green Left Cheek: 117.7278545826933, Green Right Cheek: 109.34693877551021
Frame 500, Green Left Cheek: 117.69278033794163, Green Right Cheek: 109.39103048626858
Frame 501, Green Left Cheek: 117.71710189452125, Green Right Cheek: 109.39632149155959
Frame 502, Green Left Cheek: 117.6600102406554, Green Right Cheek: 109.36079617031999
Frame 503, Green Left Cheek: 117.68279569892474, Green Right Cheek: 109.45830183925422
Frame 504, Green Left Cheek: 117.67229902713774, Green Right Cheek: 109.48072562358277
Frame 505, Green Left Cheek: 117.7816180235535, Green Right Cheek: 109.52078609221466
Frame 506, Green Left Cheek: 117.72862263184844, Green Right Cheek: 109.51952632905014
Frame 507, Green Left Cheek: 117.57501280081925, Green Right Cheek: 109.44973544973546
Frame 508, Green Left Cheek: 117.43830005120327, Green Right Cheek: 109.47694633408919
Frame 509, Green Left Cheek: 117.56272401433692, Green Right Cheek: 109.4074074074074
Frame 510, Green Left Cheek: 117.49871991807476, Green Right Cheek: 109.41950113378685
Frame 511, Green Left Cheek: 117.52969790066564, Green Right Cheek: 109.31872008062484
Frame 512, Green Left Cheek: 117.41372247823861, Green Right Cheek: 109.38926681783825
Frame 513, Green Left Cheek: 117.40962621607783, Green Right Cheek: 109.29276895943562
Frame 514, Green Left Cheek: 117.3853046594982, Green Right Cheek: 109.19400352733686
Frame 515, Green Left Cheek: 117.50921658986175, Green Right Cheek: 109.291761148904
Frame 516, Green Left Cheek: 117.42549923195085, Green Right Cheek: 109.33862433862434
Frame 517, Green Left Cheek: 117.49436763952893, Green Right Cheek: 109.34593096497858
Frame 518, Green Left Cheek: 117.46415770609319, Green Right Cheek: 109.33383723859914
Frame 519, Green Left Cheek: 117.43497183819764, Green Right Cheek: 109.32930209120686
Frame 520, Green Left Cheek: 117.50179211469533, Green Right Cheek: 109.38070042831947
Frame 521, Green Left Cheek: 117.60727086533538, Green Right Cheek: 109.42630385487529
Frame 522, Green Left Cheek: 117.62647209421402, Green Right Cheek: 109.42101284958427
Frame 523, Green Left Cheek: 117.58832565284179, Green Right Cheek: 109.25245653817082
Frame 524, Green Left Cheek: 117.57168458781362, Green Right Cheek: 109.1811539430587
Frame 525, Green Left Cheek: 117.56861239119304, Green Right Cheek: 109.1156462585034
Frame 526, Green Left Cheek: 117.59344598054275, Green Right Cheek: 109.06349206349206
Frame 527, Green Left Cheek: 117.66436251920123, Green Right Cheek: 109.00025195263291
Frame 528, Green Left Cheek: 117.60061443932412, Green Right Cheek: 109.01965230536659
Frame 529, Green Left Cheek: 117.75217613927292, Green Right Cheek: 109.03300579491055
Frame 530, Green Left Cheek: 117.78238607270865, Green Right Cheek: 108.99193751574704
Frame 531, Green Left Cheek: 117.85381464413723, Green Right Cheek: 109.08138070042833
Frame 532, Green Left Cheek: 117.8863287250384, Green Right Cheek: 109.21315192743764
Frame 533, Green Left Cheek: 117.83384536610343, Green Right Cheek: 109.15721844293273
Frame 534, Green Left Cheek: 117.91628264208909, Green Right Cheek: 109.23255228017133
Frame 535, Green Left Cheek: 117.96825396825396, Green Right Cheek: 109.32577475434618
Frame 536, Green Left Cheek: 117.85125448028674, Green Right Cheek: 109.39556563366087
Frame 537, Green Left Cheek: 117.93522785458269, Green Right Cheek: 109.48047367094986
Frame 538, Green Left Cheek: 117.92703533026113, Green Right Cheek: 109.58478206097254
Frame 539, Green Left Cheek: 117.88172043010752, Green Right Cheek: 109.47971781305115
Frame 540, Green Left Cheek: 117.82846902201742, Green Right Cheek: 109.55152431342907
Frame 541, Green Left Cheek: 117.80184331797236, Green Right Cheek: 109.54371378180902
Frame 542, Green Left Cheek: 117.75064004096262, Green Right Cheek: 109.63869992441421
Frame 543, Green Left Cheek: 117.81131592421914, Green Right Cheek: 109.60216679264299
Frame 544, Green Left Cheek: 117.8300051203277, Green Right Cheek: 109.56966490299824
Frame 545, Green Left Cheek: 117.81003584229391, Green Right Cheek: 109.58830939783321
Frame 546, Green Left Cheek: 117.93906810035843, Green Right Cheek: 109.55731922398589
Frame 547, Green Left Cheek: 117.86405529953917, Green Right Cheek: 109.58125472411187
Frame 548, Green Left Cheek: 117.96441372247824, Green Right Cheek: 109.64298311917359
Frame 549, Green Left Cheek: 118.0289298515105, Green Right Cheek: 109.72260015117158
Frame 550, Green Left Cheek: 118.01152073732719, Green Right Cheek: 109.71529352481734
Frame 551, Green Left Cheek: 118.06041986687148, Green Right Cheek: 109.78533635676493
Frame 552, Green Left Cheek: 118.06656426011264, Green Right Cheek: 109.83245149911816
Frame 553, Green Left Cheek: 118.17127496159755, Green Right Cheek: 109.83799445704207
Frame 554, Green Left Cheek: 118.29288274449564, Green Right Cheek: 109.78004535147392
Frame 555, Green Left Cheek: 118.25396825396825, Green Right Cheek: 109.64071554547745
Frame 556, Green Left Cheek: 118.23630312339989, Green Right Cheek: 109.57621567145377
Frame 557, Green Left Cheek: 118.20506912442396, Green Right Cheek: 109.48954396573444
Frame 558, Green Left Cheek: 118.27112135176651, Green Right Cheek: 109.43361048122952
Frame 559, Green Left Cheek: 118.14285714285714, Green Right Cheek: 109.33509700176367
Frame 560, Green Left Cheek: 118.12493599590374, Green Right Cheek: 109.40413202317964
Frame 561, Green Left Cheek: 118.04275473630312, Green Right Cheek: 109.41975308641975
Frame 562, Green Left Cheek: 118.04505888376856, Green Right Cheek: 109.44091710758377
Frame 563, Green Left Cheek: 118.01612903225806, Green Right Cheek: 109.4424288233812
Frame 564, Green Left Cheek: 117.94239631336406, Green Right Cheek: 109.40010078105317
Frame 565, Green Left Cheek: 117.9615975422427, Green Right Cheek: 109.53539934492315
Frame 566, Green Left Cheek: 117.88658474142345, Green Right Cheek: 109.56916099773242
Frame 567, Green Left Cheek: 117.88556067588326, Green Right Cheek: 109.69412950365331
Frame 568, Green Left Cheek: 117.93164362519201, Green Right Cheek: 109.6888384983623
Frame 569, Green Left Cheek: 117.9695340501792, Green Right Cheek: 109.69891660367851
Frame 570, Green Left Cheek: 118.0010240655402, Green Right Cheek: 109.78785588309398
Frame 571, Green Left Cheek: 117.97516641065029, Green Right Cheek: 109.77198286722096
Frame 572, Green Left Cheek: 117.91986687147977, Green Right Cheek: 109.73066263542454
Frame 573, Green Left Cheek: 117.89554531490015, Green Right Cheek: 109.78760393046107
Frame 574, Green Left Cheek: 117.81643625192012, Green Right Cheek: 109.64953388762913
Frame 575, Green Left Cheek: 117.84946236559139, Green Right Cheek: 109.50944822373394
Frame 576, Green Left Cheek: 117.77726574500768, Green Right Cheek: 109.4071554547745
Frame 577, Green Left Cheek: 117.68305171530977, Green Right Cheek: 109.34971025447216
Frame 578, Green Left Cheek: 117.78955453149001, Green Right Cheek: 109.33131771227009
Frame 579, Green Left Cheek: 117.78776241679468, Green Right Cheek: 109.28873771730915
Frame 580, Green Left Cheek: 117.73118279569893, Green Right Cheek: 109.2816830435878
Frame 581, Green Left Cheek: 117.71018945212494, Green Right Cheek: 109.3668430335097
Frame 582, Green Left Cheek: 117.64336917562724, Green Right Cheek: 109.35626102292768
Frame 583, Green Left Cheek: 117.63824884792626, Green Right Cheek: 109.48778029730411
Frame 584, Green Left Cheek: 117.6620583717358, Green Right Cheek: 109.50466112370874
Frame 585, Green Left Cheek: 117.6500256016385, Green Right Cheek: 109.49584278155707
Frame 586, Green Left Cheek: 117.67690732206862, Green Right Cheek: 109.56185437137817
Frame 587, Green Left Cheek: 117.62954429083462, Green Right Cheek: 109.54043839758126
Frame 588, Green Left Cheek: 117.58090117767537, Green Right Cheek: 109.37087427563618
Frame 589, Green Left Cheek: 117.48591909882232, Green Right Cheek: 109.30385487528345
Frame 590, Green Left Cheek: 117.4984639016897, Green Right Cheek: 109.31141345427059
Frame 591, Green Left Cheek: 117.51356886840757, Green Right Cheek: 109.2058453010834
Frame 592, Green Left Cheek: 117.45186891961086, Green Right Cheek: 109.27059712773999
Frame 593, Green Left Cheek: 117.53430619559651, Green Right Cheek: 109.26026706979088
Frame 594, Green Left Cheek: 117.61059907834101, Green Right Cheek: 109.21516754850089
Frame 595, Green Left Cheek: 117.55222734254993, Green Right Cheek: 109.14411690602167
Frame 596, Green Left Cheek: 117.60471070148489, Green Right Cheek: 109.2262534643487
Frame 597, Green Left Cheek: 117.62083973374295, Green Right Cheek: 109.38447971781305
Frame 598, Green Left Cheek: 117.58832565284179, Green Right Cheek: 109.527840765936
Frame 599, Green Left Cheek: 117.62416794674859, Green Right Cheek: 109.69009826152683
Frame 600, Green Left Cheek: 117.55478750640042, Green Right Cheek: 109.86873267825649
Frame 601, Green Left Cheek: 117.52406554019457, Green Right Cheek: 109.95162509448224
Frame 602, Green Left Cheek: 117.36661546338966, Green Right Cheek: 110.00151171579743
Frame 603, Green Left Cheek: 117.38479262672811, Green Right Cheek: 110.12950365331318
Frame 604, Green Left Cheek: 117.32872503840245, Green Right Cheek: 110.196271101033
Frame 605, Green Left Cheek: 117.23963133640552, Green Right Cheek: 110.24237843285462
Frame 606, Green Left Cheek: 117.14976958525345, Green Right Cheek: 110.19324766943815
Frame 607, Green Left Cheek: 117.13466461853558, Green Right Cheek: 110.34265558075082
Frame 608, Green Left Cheek: 117.18663594470046, Green Right Cheek: 110.2610229276896
Frame 609, Green Left Cheek: 117.1699948796723, Green Right Cheek: 110.27689594356261
Frame 610, Green Left Cheek: 117.24782386072708, Green Right Cheek: 110.26228269085412
Frame 611, Green Left Cheek: 117.331541218638, Green Right Cheek: 110.13177122700932
Frame 612, Green Left Cheek: 117.49027137736815, Green Right Cheek: 110.05391786344167
Frame 613, Green Left Cheek: 117.46338965693805, Green Right Cheek: 110.01788863693626
Frame 614, Green Left Cheek: 117.5652841781874, Green Right Cheek: 110.04887881078358
Frame 615, Green Left Cheek: 117.6331285202253, Green Right Cheek: 110.02695893172084
Frame 616, Green Left Cheek: 117.79185867895545, Green Right Cheek: 109.97379692617788
Frame 617, Green Left Cheek: 117.88274449564773, Green Right Cheek: 109.94255479969766
Frame 618, Green Left Cheek: 117.89836149513569, Green Right Cheek: 109.89166036785085
Frame 619, Green Left Cheek: 117.93778801843318, Green Right Cheek: 109.83698664651045
Frame 620, Green Left Cheek: 118.06656426011264, Green Right Cheek: 109.80045351473923
Frame 621, Green Left Cheek: 118.04966717869944, Green Right Cheek: 109.71227009322247
Frame 622, Green Left Cheek: 118.03405017921148, Green Right Cheek: 109.5830183925422
Frame 623, Green Left Cheek: 118.0079365079365, Green Right Cheek: 109.51650289745528
Frame 624, Green Left Cheek: 118.00742447516642, Green Right Cheek: 109.46611237087427
Frame 625, Green Left Cheek: 117.94623655913979, Green Right Cheek: 109.44394053917864
Frame 626, Green Left Cheek: 118.03174603174604, Green Right Cheek: 109.46409674981103
Frame 627, Green Left Cheek: 117.99667178699437, Green Right Cheek: 109.51977828168305
Frame 628, Green Left Cheek: 117.93727598566308, Green Right Cheek: 109.52532123960695
Frame 629, Green Left Cheek: 118.00870455709165, Green Right Cheek: 109.56764928193499
Frame 630, Green Left Cheek: 118.0952380952381, Green Right Cheek: 109.57117661879566
Frame 631, Green Left Cheek: 118.07194060419867, Green Right Cheek: 109.66994205089443
Frame 632, Green Left Cheek: 118.11853558627752, Green Right Cheek: 109.67624086671705
Frame 633, Green Left Cheek: 118.19406041986687, Green Right Cheek: 109.80246913580247
Frame 634, Green Left Cheek: 118.25140809011776, Green Right Cheek: 109.74099269337364
Frame 635, Green Left Cheek: 118.29928315412187, Green Right Cheek: 109.71050642479214
Frame 636, Green Left Cheek: 118.28392217101894, Green Right Cheek: 109.66389518770471
Frame 637, Green Left Cheek: 118.20225294418843, Green Right Cheek: 109.52506928697404
Frame 638, Green Left Cheek: 118.13364055299539, Green Right Cheek: 109.52028218694885
Frame 639, Green Left Cheek: 118.13722478238607, Green Right Cheek: 109.53413958175862
Frame 640, Green Left Cheek: 118.10906298003073, Green Right Cheek: 109.37818090199042
Frame 641, Green Left Cheek: 118.10778289810548, Green Right Cheek: 109.31897203325775
Frame 642, Green Left Cheek: 118.05555555555556, Green Right Cheek: 109.23935500125977
Frame 643, Green Left Cheek: 118.05606758832565, Green Right Cheek: 109.21164021164022
Frame 644, Green Left Cheek: 118.07322068612392, Green Right Cheek: 109.16225749559082
Frame 645, Green Left Cheek: 118.05120327700973, Green Right Cheek: 109.22448979591837
Frame 646, Green Left Cheek: 118.05453149001536, Green Right Cheek: 109.31771227009322
Frame 647, Green Left Cheek: 118.04838709677419, Green Right Cheek: 109.35348954396574
Frame 648, Green Left Cheek: 118.05145929339477, Green Right Cheek: 109.39758125472412
Frame 649, Green Left Cheek: 118.09549411162314, Green Right Cheek: 109.4220206601159
Frame 650, Green Left Cheek: 118.13568868407577, Green Right Cheek: 109.47745023935501
Frame 651, Green Left Cheek: 118.10496671786994, Green Right Cheek: 109.44998740236835
Frame 652, Green Left Cheek: 118.22350230414746, Green Right Cheek: 109.5270849080373
Frame 653, Green Left Cheek: 118.21274961597543, Green Right Cheek: 109.46409674981103
Frame 654, Green Left Cheek: 118.11776753712238, Green Right Cheek: 109.29831191735954
Frame 655, Green Left Cheek: 118.01971326164875, Green Right Cheek: 109.3623078861174
Frame 656, Green Left Cheek: 117.97542242703533, Green Right Cheek: 109.25724363819602
Frame 657, Green Left Cheek: 118.01305683563749, Green Right Cheek: 109.2411186696901
Frame 658, Green Left Cheek: 118.00128008192524, Green Right Cheek: 109.20886873267825
Frame 659, Green Left Cheek: 117.95186891961086, Green Right Cheek: 109.14739229024943
Frame 660, Green Left Cheek: 117.95494111623144, Green Right Cheek: 109.18216175359032
Frame 661, Green Left Cheek: 117.95929339477726, Green Right Cheek: 109.2214663643235
Frame 662, Green Left Cheek: 117.92601126472094, Green Right Cheek: 109.30587049634669
Frame 663, Green Left Cheek: 117.90962621607783, Green Right Cheek: 109.30964978584026
Frame 664, Green Left Cheek: 117.95340501792114, Green Right Cheek: 109.45628621819098
Frame 665, Green Left Cheek: 117.9715821812596, Green Right Cheek: 109.51398337112623
Frame 666, Green Left Cheek: 117.99641577060932, Green Right Cheek: 109.57495590828924
